SHIP_ID,LAT,LON,SPEED,COURSE,HEADING,ELAPSED,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,WIDTH,L_FORE,W_LEFT,ROT,DWT,GT_SHIPTYPE,TYPE_IMG,TYPE_NAME,STATUS_NAME
T0RRMk5EWTJPRFEyTkRZMk9EUTJOQT09LUhUS3ZBYWt5c2hVNnNOWWhDc1ZFd1E9PQ==,28.136667,48.773335,0,206,,132,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,At Anchor
9206009,28.299917,48.994896,75,267,269,172,SFNY O.F,SA,64,RAWABI 218,3,16,7,15,0,2030,2,,,
TnpZNE9ERXlOelk0T0RFeU56WTRPQT09LXk5VmRVcE1CYWo4NlVKUjV3T1RhSFE9PQ==,28.118334,48.735001,70,152,,8,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
9415343,26.008488,55.059475,91,352,,422,SHARJAH LENGEH,GM,81,SALAKH 22,7,23,0,0,,2020,139,,,
4058173,27.77846,48.874977,0,247,333,186,,SA,59,JANA 37,3,13,13,6,0,2000,132,,,
TWpZd056azFNall3TnprMU1qWXdOdz09LUdCVmludnRSSWd1SkVaNXoxdlZidWc9PQ==,27.778334,48.873333,0,247,,75,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
663938,29.296181,50.36039,0,232,,482,IRAN,KM,69,ALPHA,7,13,36,3,,2000,9,,,
TmpFMU1UY3dOakUxTVRjd05qRTFNUT09LWtkWUNUWDhkYmM4eW50SVFjdjNMQmc9PQ==,29.128334,50.428333,90,164,,9,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Unknown
6017109,24.726423,53.207108,8,75,340,636,SATAH OIL.F,TV,65,MARCAP 203,3,16,13,9,,1980,2,,,
T0RJek5EY3pPREl6TkRjek9ESXpOQT09LVIwbmVrMVRCeU9sL0FJZmNtOFhLYmc9PQ==,24.721666,53.198334,10,61,,32,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
476636,27.298294,50.287781,61,334,337,3,TNJB,SA,65,ZAMIL 58,3,14,9,5,,1948,2,,,
3474977,24.593267,54.133419,2,125,22,14,UAD,AE,65,ADNOC S04,3,16,17,7,,1933,132,,,
3850408,25.322447,53.200542,3,219,,1293,UMM SHAIF OF,AE,65,ADNOC S05,3,16,17,7,,1933,132,,,
TlRBek1UUTNOVEF6TVRRM05UQXpNUT09LVRrajdkZHRqWFRXSWpEQzAyK2t4YUE9PQ==,25.323334,53.201668,0,192,,8,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
733159,24.54583,54.015541,3,208,354,3,UAD/FLD,AE,65,ADNOC A02,3,16,12,9,,1900,52,,,
712177,28.019608,48.784138,0,28,,143,ZULF,LR,75,ADMARINE 657,3,64,14,32,,1868,132,,,
TVRRMk9EazNNVFEyT0RrM01UUTJPQT09LTg4SmFQak5PSlo5aTV3TE5jTUVxTFE9PQ==,28.018333,48.783333,0,28,,8,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
747408,27.552809,50.018013,58,333,335,3,ZULUF SOUTH ANCHOR,VC,61,ZAKHER COMMANDER,3,16,18,10,0,1850,2,,,
679058,25.01635,52.598309,40,310,,1433,RAS,QA,55,HALUL 37,3,13,14,5,,1827,2,,,
T1RnM01qSXlPVGczTWpJeU9UZzNNZz09LU1KMGpDVkwwRnhuQW1oY1VBYmxHMWc9PQ==,25.026667,52.568333,40,322,,11,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
701903,28.07048,49.369259,3,27,354,178,ZULUF SOUTH ANCHORAG,PA,49,VICTORIA,3,12,15,6,0,1821,28,,,
Tnpnd056QXpOemd3TnpBek56Z3dOdz09LTF0OS8zZ3pkSmhNQjRWa1RNMjluVVE9PQ==,28.076666,49.388332,0,49,,26,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
730998,24.688931,53.882374,64,289,,209,ZAKUM OILFIELD,LR,60,SMIT LUZON,3,16,17,8,,1817,2,,,
Tnpjd09UUTNOemN3T1RRM056Y3dPUT09LW1YazluZ1RwQlIzcGx5RSs5NHZoamc9PQ==,24.785,53.544998,50,303,,9,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
995192,27.828779,51.925194,0,347,,9,DAYYER IRAN,IR,70,SHERVIN,3,17,60,8,,1800,82,,,
466299,27.223265,50.422062,53,5,2,7,ZULUFOF,VC,61,ZAKHER EMPEROR,3,16,19,9,0,1785,2,,,
124687,25.894581,54.552547,0,26,208,12,SIRR ISLAND,KN,64,LIMA 1,3,15,25,8,0,1768,103,,,
9569762,24.554085,53.147182,0,50,317,29,AL0MASOUD0JETTY,AE,68,JURRY,7,16,40,8,2,1744,139,,,
475696,27.027546,49.953819,79,333,335,20,MRJN G2,SA,75,QATIF,3,17,35,8,0,1726,2,,,
4867995,24.939777,53.90646,53,323,,1108,BELBAZM OF,AE,65,ADNOC A07,3,16,15,9,,1703,2,,,
TmpNNU16VXhOak01TXpVeE5qTTVNdz09LVBrb0xXNHo3akpGT3Y0a3RMdTZya3c9PQ==,25.081667,53.258335,0,113,,19,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
467439,26.269369,51.85281,48,25,,3,AL SHAHEEN QA,VC,61,TRITON P,3,14,17,6,,1699,132,,,
1321827,24.878992,53.620785,0,285,44,1233,ZK-372,PA,85,QMS CONSTRUCTOR,3,40,21,18,,1693,132,,,
T0RRME16WXlPRFEwTXpZeU9EUTBNdz09LVBRY0Rwem1yclN3NzhtS1JpeTlEQ1E9PQ==,24.878334,53.619999,0,83,,84,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
6721254,27.558163,49.66238,80,332,337,76,TANJIB,SA,60,RAWABI 33,3,16,11,5,0,1686,2,,,
467609,28.215481,49.255222,6,336,337,53,ZULUF O/F,VC,61,ZAKHER PROVIDER,3,16,14,6,0,1682,2,,,
TWpjNE16RTNNamM0TXpFM01qYzRNdz09LXNvMkQxY204ZXFoRjVqM1c1dDB6cEE9PQ==,28.235001,49.255001,10,8,,18,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
467229,27.688692,49.0611,1,277,181,118,TANAJIB PORT,VC,65,SEA CONQUEST,3,16,14,6,0,1679,2,,,
TkRrek9EWTNORGt6T0RZM05Ea3pPQT09LW1WejdWT2NOYUFVUWdKU3RoRk1oVkE9PQ==,27.693333,49.060001,0,298,,8,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
T1RBMU5UZ3lPVEExTlRneU9UQTFOUT09LWtjNkVzQXNQVUV3MnZGdi8wNHlQaHc9PQ==,24.51,52.441666,0,31,,7,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
4919757,24.838608,53.106606,1,85,,1303,AL QATIA,AE,68,HOREYEH,3,15,55,12,,1650,82,,,
3742171,25.610754,52.529968,0,12,319,745,"MM-J04B, PS-2",SG,85,MILAHA EXPLORER,3,40,13,19,,1648,132,,,
TlRJeU5qY3pOVEl5Tmpjek5USXlOZz09LS9rMUY3U2NaME95M0tXNG1HREwreEE9PQ==,25.610001,52.528332,0,178,,26,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
9435719,24.704403,54.656033,0,169,90,5,AL OMAIRAH,PA,69,SEBIE,3,16,54,8,,1635,82,,,
4168185,24.913799,52.53265,0,326,44,581,SATAH FILED OF ST-08,VC,79,QMS PEARL,3,40,32,17,,1633,132,,,
T1RZMU9URTNPVFkxT1RFM09UWTFPUT09LTE0WVV0NTBWZll1RlFTeWhVcjVrUWc9PQ==,24.913334,52.531666,0,343,,20,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
3717778,26.975796,50.300159,81,225,229,5,WESTPIER RT,VC,65,QMS POSEIDON,3,16,16,13,0,1614,2,,,
6538875,28.160027,48.730118,22,10,22,772,SFNY,TV,62,RAWABI 207,3,16,10,6,,1605,28,,,
TXpReE5qVTBNelF4TmpVME16UXhOZz09LUo0WldmazRRZTc5cmFEbGEvQ1hrVXc9PQ==,28.082724,48.72435,8,225,,219,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
668584,30.329714,48.281422,0,0,,4,P.GULF-LENGH.PORT,GM,71,LIANSTAR,7,11,60,4,,1600,9,,,
412237,26.095352,51.750675,44,16,4,6,RAS LAFFAN ANCHORAGE,PA,65,QUEST HORIZON,3,16,14,7,,1600,251,,,
664005,25.801035,55.126839,78,173,305,2,UAE,KM,75,AZHAR3,7,12,60,3,,1598,9,,,
TkRrMk5URTRORGsyTlRFNE5EazJOUT09LXcvY0p0VkZTZlB0OGRZd3l1S0xhelE9PQ==,26.161667,51.763332,0,274,,21,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
5134220,24.909584,52.559528,0,302,,1438,SATAH,AE,76,SEP 650,3,36,37,18,,1549,132,,,
TnpnMk9USTVOemcyT1RJNU56ZzJPUT09LXErU0JidXlaVXVmaFdIK1lsaERqNXc9PQ==,24.91,52.560001,0,338,,6,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
728476,27.002026,49.885632,17,334,337,25,JUBAIL,VU,57,PACIFIC PANDA,3,14,8,5,0,1543,2,,,
297861,24.442858,54.135761,2,242,338,6,UMM ALDALAKH,VC,57,ALLIANZ LIBERTY,3,14,21,4,,1533,2,,,
681540,24.719893,54.560768,0,32,,6,NISI TAWEELAH,AE,65,LCT HAWAYA,3,14,53,8,,1527,82,,,
681204,24.545691,54.61512,0,71,53,2,NURAI ISLAND,AE,65,WARAYA,3,14,45,9,0,1527,82,,,
5477907,28.162296,49.714527,40,8,358,681,MRJN SE ANCHORAGE,LR,58,MAG SAPPHIRE,3,16,17,7,,1522,2,,,
TWpBd05qQTRNakF3TmpBNE1qQXdOZz09LTM2cnVLOHowUkthWm8yNDU4RFhXbFE9PQ==,28.183332,49.723331,40,223,,7,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
5830888,26.763512,53.390335,4,31,217,116,ASALOYEH,IR,59,ADNYA,3,14,8,8,,1515,2,,,
5314298,30.438513,48.147213,0,179,,3,KHOORMSHAHR,GM,75,INFINITY,7,12,54,6,,1512,9,,,
658590,26.983562,55.648773,0,0,,1375,,IR,66,BAHMANSHIR 110,3,14,50,8,,1500,82,,,
678892,25.569376,52.56496,3,,309,1265,QATAR OFFSHORE < RLP,QA,91,SHADDAD,3,18,21,9,,1500,34,,,
TlRZMk5qSXdOVFkyTmpJd05UWTJOZz09LUJtMXhPekoxekV2SWsrbVp5eEhmUVE9PQ==,25.594999,52.551666,0,308,,11,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
657948,25.745592,55.597977,60,48,,3,"B,BAHONAR><SHARJAH",IR,64,HALIL,3,15,50,7,,1500,82,,,
2515831,24.447945,53.215195,20,342,345,3,BUTINA ISLAND,AE,59,ADNOC A13,3,14,15,6,0,1497,2,,,
727656,28.0889,49.459934,17,156,146,305,SOUTH ZULUF,SG,59,BRITOIL 120,3,16,12,9,0,1481,95,,,
TXpJNU5ETXdNekk1TkRNd016STVOQT09LWJXSEdZY3BOb0JkTHZFR1ZOZndXTUE9PQ==,27.973333,49.538334,10,127,,10,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
698576,29.246927,49.598679,74,287,,28,ABOOZAR OIL FIELD,IR,58,DELNIA1,3,14,10,11,,1475,2,,,
TkRrMk5EazNORGsyTkRrM05EazJOQT09LTJ4N3pSdEQvNUxyNFh5WjUzbm90VEE9PQ==,29.245001,49.583332,0,236,,6,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
TVRBNU1qTTFNVEE1TWpNMU1UQTVNZz09LUpENXF2TFZ4UW9XakFZcmRPZVVVVkE9PQ==,26.565001,53.998333,0,59,,20,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
9039094,29.206347,50.332108,2,247,,669,0,KM,66,RAMESH3,7,13,4,7,,1471,9,,,
TXpJME5UVTRNekkwTlRVNE16STBOUT09LStIODVEelFnMjF5dVNndDJNR2NCL1E9PQ==,26.66,53.678333,0,,,455,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
297779,24.936205,53.870766,37,347,354,343,NASR FIELD,MH,59,CITRINE BESTOW,3,15,15,3,0,1462,2,,,
TWpBM01qUTRNakEzTWpRNE1qQTNNZz09LTYvY1ZiNVhld2FMc2E1SFhmZVZZOEE9PQ==,25.161667,53.383335,50,291,,9,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
296869,28.461767,49.497131,30,4,12,425,ZULUF FIELD,LR,59,AHTS ACHIEVER,3,15,48,8,0,1460,2,,,
TnpZMk9EUXhOelkyT0RReE56WTJPQT09LWs3ak85UUwrR2VZeXpzUWNySkNSNUE9PQ==,28.566668,49.463333,0,331,,13,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
6483908,29.124399,48.142624,0,139,69,4,NP/SBH,KW,60,KOC AL ZOUR,3,13,20,10,0,1452,30,,,
384190,24.401075,52.953197,6,105,82,4,GASHA FIELD,MH,59,TOAZ JAFILIYA,3,14,13,5,,1407,2,,,
6570756,27.162966,56.262386,2,325,,216,BANDAR ABBAS,IR,64,FADAK2000,3,15,54,8,,1400,82,,,
476928,25.016968,52.935841,8,308,,1308,BU HASSER,PW,58,ALLIANZ POWER,3,13,20,7,,1400,2,,,
TnpZNU9ETTNOelk1T0RNM056WTVPQT09LUphanpnSElyRVdCY0JqY01aMFlSRFE9PQ==,25.014999,52.933334,0,356,,69,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
459440,27.677549,49.839432,80,183,181,4,ZULF FIELD,KN,57,TSC KAMYAR,3,13,12,4,0,1394,2,,,
680666,25.710144,54.258492,5,292,,25,FROOZAN OIL FILD,IR,59,HIVAD,3,14,11,10,,1376,2,,,
476890,25.307148,53.466843,20,212,,1178,NASR FIELD,PW,58,AMIL 61,3,13,17,8,,1361,2,,,
T1Rrd09UTTNPVGt3T1RNM09Ua3dPUT09LURCcm4zM0ZSKzNhZDV3UGZ4RzhuZXc9PQ==,25.306667,53.465,0,270,,13,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
728368,26.765263,51.858799,96,326,326,242,KHOR ALZUBAIR,PA,56,STELLAR MARINER,3,15,10,7,0,1353,93,,,
TXprd01qazFNemt3TWprMU16a3dNZz09LTQyaDNHMmMyOFpxdVNsNUt1R3AwUXc9PQ==,26.764999,51.858334,90,326,,9,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway by Sail
7135237,26.701355,54.292694,3,126,,232,HE BCB,TZ,61,EDRIS,7,12,52,6,,1352,9,,,
713002,28.348373,49.592316,11,327,323,196,MARJAN FIELD,MH,59,TOPAZ KHUWAIR,3,14,10,6,0,1345,2,,,
TVRjM05EWTFNVGMzTkRZMU1UYzNOQT09LXdHcVE1OS9DQ2RTZjFuSVBsYldyY3c9PQ==,28.355,49.580002,20,150,,14,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
664390,27.151243,52.312428,1,112,,9,PK QSM,KN,71,SARWAT GAS,8,12,52,4,,1310,19,,,
468607,27.692305,49.830013,0,281,42,560,MRJN OF,VC,57,STANFORD CONDOR,3,13,13,6,0,1302,2,,,
T0RrNE5qRXlPRGs0TmpFeU9EazROZz09LVkrV2FYZkpib0lDaDB6NVVzd01xVnc9PQ==,27.93,49.723331,70,330,,237,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,At Anchor
8526723,26.111624,55.017254,79,340,,13,LENGEH PORT IRAN,PA,67,SULTAN DARYA1,3,14,60,7,,1300,82,,,
TmpBek5qZzVOakF6TmpnNU5qQXpOZz09LVFVTE5RcFBzMlV4SmNYNFNZWFNacWc9PQ==,26.121666,55.014999,80,356,,8,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
468316,24.445324,52.371819,56,170,169,3,DALMA O/F,VC,60,ZAKHER POWER,3,13,15,2,0,1269,95,,,
681133,24.505638,53.514946,60,55,56,66,ALMASAOOD MUSAFFAH,AE,56,MUTAWA 301,3,14,10,5,0,1252,28,,,
TlRFd01EY3pOVEV3TURjek5URXdNQT09LVN6dXdkWC95SVgvbEpaaU10cWJVNXc9PQ==,24.551666,53.588333,60,56,,21,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
729568,24.466005,53.727085,17,327,,3,MUBARRAZ OILFIELD,VC,57,OFCO EAGLE 2,3,13,10,8,,1243,2,,,
477375,24.807478,53.982101,43,156,185,204,AUH OPL,PW,64,AMIL 16,3,14,20,3,,1239,2,,,
420274,28.15765,49.400852,5,342,328,172,ZULUF ANCHORAGE,SG,51,BRITOIL 82,3,15,11,11,0,1225,93,,,
TmpFeE9EWXhOakV4T0RZeE5qRXhPQT09LTVQK0tzc3BxS1NKazZ6bHlvYjFGOHc9PQ==,28.165001,49.355,0,273,,9,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
682231,24.18919,54.000179,0,357,305,49,RAFIQ JETTY,AE,64,TAIBAH 1,7,14,53,9,,1210,27,,,
TmpjNU1ERXpOamM1TURFek5qYzVNQT09LXh3K01hd2NhTGNQdFhJc3JtdUVRaFE9PQ==,24.071667,51.790001,0,39,,563,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
658769,29.327641,48.107258,6,97,,244,CLASS B,IR,71,HAYADAR,7,11,62,5,,1200,9,,,
6503893,26.971624,55.7528,69,111,,1351,,IR,65,DARYA21,6,12,40,6,,1200,192,,,
3841796,27.749306,49.00808,74,81,81,245,TANAJIB PORT,TV,58,RAWABI 322,3,14,17,3,0,1200,28,,,
477348,27.250036,49.653358,0,246,260,8,BRRI NW ANC,SA,53,ZAMIL 35,3,13,18,8,0,1137,41,,,
TkRJM05EYzNOREkzTkRjM05ESTNOQT09LXRoTkRvVC93WUJkQ2NlT3JFZnRoY3c9PQ==,27.918333,49.055,0,16,,17,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,At Anchor
680975,25.116026,55.159515,0,73,69,4,G19,AE,50,QUATTROELLE SHADOW,9,12,12,0,0,1111,55,,,
675823,24.794758,53.209404,0,292,223,1373,HAIR DALMA FIELD,BB,55,AMS AMETHYST,3,13,17,6,,1103,95,,,
TmpRMU9UUTFOalExT1RRMU5qUTFPUT09LUY5NGt0WmlBQmdOdVlQNnBXbXltT3c9PQ==,24.793333,53.208332,0,292,,7,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway by Sail
704244,24.264997,52.638432,0,103,,30,MUSAFFAH,PW,55,OCEAN HURRICANE,3,13,19,3,,1102,2,,,
682346,24.262352,54.101727,0,6,7,5,ADCO TO CLUSTER A,AE,51,SULTAN 114,3,12,41,8,,1100,82,,,
TmpNME9EazBOak0wT0RrME5qTTBPQT09LW5ubE5ST09JZmZVaTZrd2xSUVU2MFE9PQ==,28.976667,50.855,0,349,,722,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
TXpNek1qY3pNek16TWpjek16TXpNZz09LWxLUGxMQm5VbTBFVTBCTjhjV2tiUlE9PQ==,24.136667,52.748333,0,168,,14,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Moored
681085,24.38035,53.388992,0,276,89,2,AL HAIL,AE,64,JARYEH,7,14,60,7,0,1097,27,,,
748442,25.091352,55.140007,0,314,,4,CLASS B,AE,50,CELEBRATION,3,12,15,3,,1082,2,,,
658041,29.234329,50.328659,0,314,,573,ASALOUYEH,IR,48,YOUSEF,3,10,8,4,,1050,132,,,
TXpVNU16TTJNelU1TXpNMk16VTVNdz09LURoL3UxWTNKb3RyeDBlS05uSHNPOHc9PQ==,29.203333,50.351665,0,195,,46,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
7430054,24.464214,54.477375,0,127,37,3,AE MZD,KY,146,OPERA,9,24,56,12,0,1016,55,,,
658602,27.154257,56.247978,2,141,,1273,B ABBAS TO OMAN,IR,49,LCT MIKAEEL,3,14,40,10,,1000,82,,,
1688070,26.968294,55.73542,2,67,,1224,,IR,50,NEZAMI GANJAVI 1,3,12,10,5,,1000,82,,,
658603,26.144775,51.204834,0,0,,26,ALRUWIS <>DAYYER,IR,49,PASYAR,3,14,43,7,,1000,82,,,
658583,25.589113,55.467442,65,211,,3,DUBAI,IR,49,LCT AMIR ABBAS 1,3,15,47,7,,1000,82,,,
6089068,29.353043,48.685398,44,195,,8,SHAEBE,IR,44,ALIYEH.10,7,8,40,4,,1000,9,,,
658588,26.949844,55.742271,5,298,,1321,"LENGE,DUBAI",IR,49,MATIN,3,14,0,0,,1000,82,,,
658540,26.568941,54.052509,54,115,,300,KISH/B.ABBAS,IR,49,ARIA,3,12,40,6,,1000,82,,,
658487,26.624571,56.092812,79,211,,6,,IR,51,HAKIM KHAMIR,3,11,50,6,,1000,82,,,
728372,25.238979,54.064152,69,284,274,105,NASR FIELD,SG,53,CREST RADIANT 5,3,12,13,8,0,1000,2,,,
TmpVM01EVTVOalUzTURVNU5qVTNNQT09LWFjTHczcVNjckY2V1gxcGRpWVlDUXc9PQ==,25.281666,53.883335,60,277,,17,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
2752958,29.518686,48.6115,63,32,,1424,,KM,65,YEKTA,7,10,54,5,,989,9,,,
TnpnME16TTJOemcwTXpNMk56ZzBNdz09LXQ2L0JsV0xsQUFpOTNiOXNoWVpZOWc9PQ==,28.298334,48.849998,80,89,,19,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,At Anchor
27372,30.053473,48.447468,40,344,,45,KWAIT,IR,53,SHAHAB 3,7,10,43,5,,965,9,,,
682509,24.900816,53.06538,1,249,177,1323,ZIRKU ISLAND,AE,53,MUTAWA 11,3,13,17,6,,956,2,,,
TnpRMk9ETXhOelEyT0RNeE56UTJPQT09LUU0djNVbEFmMnJVZS9ZM2ZqOEdLaVE9PQ==,24.9,53.064999,0,281,,6,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway by Sail
3472082,25.378202,51.712193,2,159,344,4,DB 32 LOCATION,SG,53,LANPAN 32,3,13,18,5,,952,95,,,
696149,28.459454,48.548466,1,47,,601,KHAFJI,LR,53,SAFA SEARCHER,3,13,13,9,,950,2,,,
TkRRMk56azVORFEyTnprNU5EUTJOdz09LWtwS3dJdW5LazlQTC96T0FoOFkxS3c9PQ==,28.458334,48.546665,0,60,,7,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,At Anchor
732894,24.689734,53.236195,60,289,288,331,UMM SHAIF,SG,53,LANPAN 26,3,13,18,8,0,936,54,,,
TWpRMk9UWTRNalEyT1RZNE1qUTJPUT09LU0ydjJvYkpxYVBUTml3WDhVZW9xNnc9PQ==,24.983334,53.183334,60,73,,14,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
5477702,29.82605,50.2542,0,26,,397,FOROZAAN,IR,52,MAHTAB20,3,12,12,3,,891,2,,,
733191,24.754854,54.326168,22,155,170,3,MUSAFFAH,LR,49,ASTRO CELAENO,3,12,20,8,0,862,95,,,
469488,28.0305,49.338604,34,128,140,172,SFNY,VC,47,ZAKHER FALCON,3,12,10,7,0,851,54,,,
T0RNME9ESTJPRE0wT0RJMk9ETTBPQT09LThWQUZrcjFSQTdtWmFCMmFqVzNlK0E9PQ==,25.073334,52.668335,20,324,,9,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
458992,28.909313,49.111958,44,291,,520,SEISMIC SURVEY,PA,55,BGP CHALLENGER,3,13,20,6,,840,59,,,
TmpVME5UQTBOalUwTlRBME5qVTBOUT09LVQ3ZExNd2FYN0crUEZDK3U2N0FrWVE9PQ==,28.934999,49.043335,40,111,,59,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
724643,25.715971,55.802135,0,325,,2,DUBAI HAMRIYA,IR,31,HAYYAN,3,9,12,7,,809,54,,,
477426,26.916365,50.376957,45,329,330,5,ABU SAFAH FIELD,BH,50,AWALCO RUBY,3,13,18,8,,800,103,,,
477149,25.483635,53.130508,5,60,,1303,ABK FIELD,BH,50,AWALCO SAPPHIRE,3,13,20,1,,760,93,,,
9958888,24.452784,53.3727,0,134,97,12,MUBARRAZ FIELD,LR,53,AD JUPITER II,3,13,66,16,0,760,93,,,
344806,29.407967,47.82024,58,243,,3,,IR,45,PARSTOO 110,7,10,42,5,,750,9,,,
TWpVM09EY3pNalUzT0Rjek1qVTNPQT09LUFOSi9LdHFGeUJzUFFicE42ckpiQmc9PQ==,24.491667,52.330002,0,37,,9,,,,[SAT-AIS],6,,,,,,,6,Passenger Vessel,Underway using Engine
5709509,29.510733,49.406166,0,18,,179,,IR,42,ADISH 3,3,11,6,5,,700,54,,,
658852,30.239687,48.363449,75,141,,426,,IR,55,DAWAN,7,9,45,4,,699,9,,,
2763525,29.958914,48.522232,93,111,,163,ABADAN.PORT,KM,67,SHAIMA,7,10,50,5,,699,9,,,
9016853,26.629375,52.111629,60,131,,27,HAMRIYA UAE,ID,47,SEA RUBY,3,11,10,5,,670,2,,,
377196,28.448317,48.553322,0,96,,616,HASBAH,BZ,48,MARIDIVE 42,3,12,10,4,,668,54,,,
TWpRM05UazNNalEzTlRrM01qUTNOUT09LUNMM3JydWZrY2xNeWpZenZTUWVJMWc9PQ==,28.45496,48.552475,45,222,,421,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
557650,28.879793,49.050858,1,85,,549,SURVEY CPA 0.5NM,PA,65,DONGFANG KANTAN NO.2,3,13,13,9,,650,59,,,
681504,24.120741,53.910011,0,,,6,PALACE,AE,50,LCT BAAYA 1,7,10,35,7,,630,27,,,
4928826,29.533854,49.734226,81,287,,13,,IR,53,HAMI1,7,12,50,5,,580,9,,,
2894155,28.718027,48.386894,0,221,17,11,MINA ALZOUR,KW,32,KOC SHAMEKH,3,11,12,7,0,578,54,,,
732228,25.065439,51.598309,0,26,91,4,MARSA QA,SG,47,BRITOIL 72,3,12,10,7,0,569,95,,,
6797688,29.777897,48.907261,49,123,,3,,IR,33,ROZHAN 1,7,10,27,5,,556,9,,,
729625,24.463884,53.191479,27,14,6,3,UNDERWAY0,SG,42,CREST SPARTAN 1,3,11,17,3,,525,54,,,
680405,24.685429,53.964298,54,270,,29,DAS ISLAND,AE,46,MARIYAM 1,3,11,35,8,,462,82,,,
T1RBeE5UazNPVEF4TlRrM09UQXhOUT09LXhxWUtTUERRY1UzeS9PTzN5a0pMU0E9PQ==,24.684999,53.924999,50,267,,8,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway by Sail
727294,25.244253,54.291794,27,127,126,5,ABU NU AYR,LR,36,CREST GOLD 1,3,10,12,5,0,460,54,,,
9863367,27.383533,52.536346,61,170,,11,ASSALOUYEH,KM,49,NOVA,3,11,20,6,,451,101,,,
TXpjNE9Ea3hNemM0T0RreE16YzRPQT09LUQyZ1N6aUdkSklybzFKTXhNTlByQXc9PQ==,27.605,49.018333,0,49,,17,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
